price,vehicleType,yearOfRegistration,gearbox,kilometer,monthOfRegistration,fuelType,notRepairedDamage
500,small_car,2002,manual,150000,4,petrol,no
9000,small_car,2011,manual,80000,3,petrol,no
1500,coupe,1994,manual,150000,6,petrol,no
1150,small_car,2003,manual,150000,11,petrol,no
5599,small_car,2008,automatic,60000,10,petrol,no
1600,small_car,2002,manual,70000,11,petrol,no
4500,coupe,2001,manual,150000,1,petrol,no
2100,small_car,2002,manual,150000,6,petrol,no
250,small_car,1995,manual,50000,0,petrol,no
450,small_car,1999,manual,150000,10,petrol,no
150,small_car,1990,manual,150000,7,petrol,yes
250,small_car,1998,manual,150000,4,petrol,no
4300,small_car,2006,manual,60000,3,petrol,no
4450,small_car,2011,manual,40000,1,petrol,yes
750,small_car,1997,manual,90000,11,petrol,no
180,small_car,2002,manual,90000,8,petrol,yes
850,convertible,1994,manual,150000,3,petrol,no
550,small_car,1999,manual,150000,2,petrol,no
9900,suv,2011,manual,40000,9,petrol,no
2300,small_car,2006,manual,125000,3,petrol,no
4499,small_car,2009,manual,125000,6,diesel,no
5198,small_car,2008,manual,70000,11,petrol,no
6900,convertible,2004,automatic,60000,3,petrol,no
1221,small_car,1999,manual,150000,7,petrol,no
9980,small_car,2011,manual,60000,4,diesel,no
2250,small_car,2002,manual,150000,8,petrol,no
250,small_car,1998,manual,125000,1,petrol,yes
6800,small_car,2011,manual,80000,6,petrol,no
1800,small_car,2000,manual,80000,9,petrol,no
6500,small_car,2012,manual,60000,3,petrol,no
1200,small_car,2001,manual,150000,3,petrol,no
5200,small_car,2007,manual,125000,11,petrol,no
3190,small_car,2006,manual,100000,6,petrol,no
950,convertible,2001,manual,150000,4,petrol,no
8650,convertible,2007,manual,125000,6,petrol,no
2679,small_car,2006,manual,125000,4,petrol,no
4400,small_car,2007,manual,125000,4,petrol,no
499,small_car,1996,manual,150000,8,petrol,yes
5250,small_car,2012,manual,60000,9,petrol,no
2699,small_car,2004,manual,100000,3,petrol,no
4800,small_car,2002,manual,100000,12,petrol,no
5500,small_car,2002,manual,150000,1,petrol,no
3555,small_car,2003,automatic,100000,2,petrol,no
6900,suv,2005,automatic,150000,2,diesel,no
5790,small_car,2010,manual,70000,5,petrol,no
3100,suv,2003,automatic,40000,5,petrol,no
1350,small_car,1999,manual,150000,2,petrol,no
1500,small_car,1998,manual,100000,7,petrol,no
4950,small_car,2008,automatic,70000,12,petrol,no
450,small_car,1999,manual,5000,12,petrol,yes
7500,coupe,2003,automatic,125000,9,petrol,no
9099,small_car,2015,manual,5000,2,petrol,no
5100,small_car,2011,manual,125000,3,petrol,no
4950,small_car,2008,manual,100000,5,petrol,no
2500,convertible,1998,manual,150000,5,petrol,no
4000,small_car,2006,automatic,150000,7,diesel,no
799,small_car,2005,manual,150000,4,petrol,no
5200,convertible,2002,manual,90000,4,petrol,no
5250,small_car,2007,manual,80000,3,petrol,no
1490,coupe,1998,manual,70000,6,petrol,no
350,small_car,1997,automatic,70000,4,petrol,no
5750,small_car,2008,manual,70000,2,petrol,no
5900,coupe,2007,manual,150000,3,diesel,no
8800,small_car,2010,manual,125000,7,petrol,no
600,small_car,1998,manual,150000,12,petrol,no
3750,small_car,2007,manual,125000,4,petrol,no
5200,small_car,2008,manual,125000,10,diesel,no
999,suv,2000,manual,150000,9,petrol,yes
1499,coupe,1992,manual,20000,10,petrol,yes
4900,small_car,2010,manual,30000,12,petrol,no
7000,small_car,2004,manual,150000,11,diesel,no
5500,suv,2006,automatic,150000,11,petrol,no
8950,convertible,2005,manual,150000,4,petrol,no
2200,small_car,2009,manual,150000,8,petrol,no
4500,small_car,2008,manual,40000,3,petrol,no
200,small_car,1997,manual,150000,3,petrol,no
900,small_car,1999,manual,90000,1,petrol,yes
2750,small_car,1999,manual,150000,4,petrol,no
4800,convertible,1992,manual,150000,3,petrol,no
2150,small_car,2001,manual,70000,4,petrol,no
1600,small_car,2002,manual,5000,3,petrol,no
5800,convertible,2000,manual,150000,2,petrol,no
5555,suv,2004,automatic,150000,8,petrol,no
2199,coupe,2001,manual,150000,7,petrol,no
6500,small_car,2009,manual,125000,1,petrol,no
1350,coupe,1996,automatic,150000,10,petrol,no
3500,small_car,2006,manual,150000,0,petrol,no
8900,small_car,2009,manual,50000,8,petrol,no
5500,small_car,2011,automatic,60000,2,petrol,no
5450,small_car,2009,manual,100000,6,petrol,no
1000,small_car,1999,manual,150000,1,petrol,no
1300,small_car,2001,manual,150000,7,petrol,no
7900,small_car,2011,manual,80000,3,petrol,no
1699,small_car,1998,manual,150000,8,petrol,no
2300,small_car,2002,manual,150000,6,diesel,no
6850,suv,2009,manual,90000,4,petrol,no
150,small_car,1999,manual,150000,0,petrol,yes
1800,small_car,1999,manual,150000,11,petrol,no
2200,small_car,2006,manual,80000,12,petrol,yes
7900,small_car,2007,manual,60000,9,petrol,no
900,small_car,2001,manual,150000,1,petrol,no
300,coupe,1993,manual,150000,3,petrol,no
500,small_car,2003,manual,150000,5,diesel,no
1000,small_car,2006,manual,150000,12,diesel,no
3500,small_car,2004,manual,80000,10,petrol,no
1000,small_car,1997,manual,150000,10,petrol,no
1450,small_car,1999,manual,125000,6,petrol,no
8800,coupe,2007,manual,125000,4,petrol,no
5290,small_car,2002,manual,100000,4,petrol,no
6700,small_car,2009,manual,80000,4,petrol,no
2500,small_car,2007,manual,70000,12,petrol,no
1100,coupe,1995,manual,150000,4,petrol,no
800,small_car,1999,manual,150000,8,petrol,no
2100,small_car,2000,manual,150000,12,petrol,no
700,small_car,1996,manual,125000,7,petrol,no
1100,small_car,1999,manual,150000,12,petrol,no
7500,coupe,1994,automatic,150000,8,petrol,no
1350,small_car,2003,manual,100000,7,petrol,no
7500,suv,2011,manual,60000,3,petrol,no
3750,small_car,2007,manual,150000,1,petrol,no
799,small_car,1999,manual,150000,11,petrol,no
599,small_car,2001,manual,150000,12,petrol,no
1800,small_car,2003,manual,150000,2,petrol,no
6100,coupe,1999,manual,125000,4,petrol,no
1190,small_car,1998,manual,90000,10,petrol,no
4999,convertible,1997,automatic,150000,5,petrol,no
1850,small_car,2003,manual,60000,6,petrol,no
7800,small_car,2006,manual,125000,12,petrol,no
5200,small_car,2006,manual,80000,4,diesel,no
850,small_car,1999,manual,150000,3,petrol,no
3700,small_car,2009,manual,100000,3,petrol,no
2850,small_car,2006,manual,90000,5,petrol,no
1400,small_car,2001,manual,150000,5,petrol,no
2000,small_car,2004,manual,100000,6,diesel,yes
8499,small_car,2002,manual,90000,10,petrol,no
550,small_car,1999,manual,150000,9,petrol,no
1255,small_car,2005,manual,150000,10,petrol,yes
1920,convertible,1996,manual,150000,0,petrol,yes
4299,small_car,2007,manual,125000,1,petrol,no
850,convertible,1996,manual,125000,6,petrol,no
3199,small_car,2006,manual,150000,3,petrol,no
300,small_car,1997,manual,150000,11,petrol,yes
9200,small_car,2014,manual,30000,5,petrol,no
9450,suv,2011,manual,90000,6,petrol,no
5950,small_car,2008,manual,50000,6,petrol,no
1700,small_car,2001,manual,150000,1,petrol,no
4950,convertible,2002,automatic,150000,9,petrol,no
1895,small_car,2004,manual,150000,1,petrol,no
1350,small_car,2001,manual,125000,4,petrol,no
8888,convertible,2005,manual,150000,1,petrol,no
4900,small_car,2007,manual,125000,3,petrol,yes
1600,small_car,2002,manual,150000,3,petrol,no
5555,suv,1996,manual,150000,8,diesel,no
2900,small_car,2005,automatic,125000,2,petrol,no
450,coupe,1997,manual,150000,9,petrol,no
780,small_car,2000,manual,150000,12,petrol,no
7190,small_car,2013,automatic,30000,7,petrol,no
4700,small_car,2008,manual,100000,8,petrol,no
6280,coupe,2006,manual,150000,6,petrol,no
449,small_car,1998,manual,150000,12,petrol,no
1099,small_car,1998,manual,150000,6,petrol,no
6495,coupe,2003,automatic,150000,2,petrol,no
4399,small_car,2011,manual,30000,8,petrol,no
3500,small_car,2003,manual,150000,9,petrol,no
4400,convertible,2005,manual,125000,6,petrol,no
1933,small_car,2004,manual,150000,3,diesel,no
1050,small_car,1993,manual,150000,1,petrol,no
5199,small_car,2008,manual,80000,9,petrol,no
500,coupe,1994,manual,150000,4,petrol,no
1900,small_car,2004,manual,150000,4,petrol,no
4390,coupe,2003,manual,150000,11,petrol,no
600,convertible,1997,manual,150000,4,petrol,yes
5490,coupe,1996,automatic,40000,7,petrol,no
550,small_car,2001,manual,150000,3,petrol,no
7777,suv,1999,manual,150000,12,diesel,no
999,small_car,2001,manual,5000,6,petrol,no
600,small_car,1996,automatic,150000,5,petrol,yes
650,small_car,1995,manual,150000,6,petrol,no
999,small_car,2000,manual,150000,11,petrol,no
750,small_car,1999,manual,125000,11,petrol,no
5990,small_car,2013,manual,30000,2,petrol,yes
3750,convertible,2008,manual,125000,4,petrol,no
1000,small_car,2001,manual,150000,9,petrol,no
1150,coupe,1999,manual,150000,2,petrol,yes
8600,convertible,2006,manual,150000,4,diesel,no
7777,small_car,2016,automatic,5000,3,petrol,no
8549,convertible,2005,manual,150000,1,petrol,no
4000,coupe,1998,manual,150000,1,petrol,no
2999,coupe,1998,manual,125000,8,petrol,no
7399,convertible,2006,manual,80000,3,petrol,no
1000,small_car,2002,automatic,150000,3,petrol,no
1300,convertible,1994,manual,150000,10,petrol,yes
6400,coupe,2002,manual,150000,1,petrol,no
1399,small_car,2001,manual,100000,5,petrol,no
800,small_car,2001,manual,150000,2,petrol,no
750,small_car,1999,manual,150000,9,petrol,no
3650,coupe,2002,manual,150000,11,petrol,no
6666,small_car,2011,manual,50000,4,petrol,no
2750,small_car,2003,manual,150000,4,petrol,no
3499,small_car,2009,manual,20000,10,petrol,no
6599,coupe,2005,manual,150000,2,diesel,no
5450,small_car,2009,manual,50000,3,petrol,no
2100,small_car,2003,manual,150000,10,petrol,no
2650,small_car,2005,manual,80000,5,petrol,no
1150,small_car,2003,manual,150000,5,petrol,no
800,coupe,2001,manual,150000,11,petrol,yes
9200,small_car,2012,manual,60000,10,petrol,no
2690,convertible,2003,manual,90000,6,petrol,no
6999,small_car,2012,manual,70000,3,petrol,no
799,small_car,1994,manual,150000,2,petrol,no
3500,small_car,2009,manual,50000,4,petrol,no
750,convertible,1996,manual,150000,1,petrol,no
9380,coupe,2008,manual,125000,12,petrol,no
1990,small_car,2005,manual,150000,3,diesel,no
8100,small_car,2013,manual,50000,8,petrol,no
2650,small_car,2005,manual,125000,2,petrol,no
3499,suv,2003,manual,150000,1,petrol,no
500,small_car,2001,manual,150000,10,petrol,no
4200,small_car,2003,manual,150000,1,petrol,no
1250,convertible,1999,manual,150000,7,petrol,no
550,small_car,1999,manual,150000,2,petrol,no
6500,small_car,2001,manual,150000,9,petrol,no
7900,small_car,2014,manual,40000,12,petrol,no
1495,small_car,2003,manual,90000,3,petrol,no
1150,small_car,1999,automatic,150000,3,petrol,no
6500,suv,2008,manual,150000,5,diesel,yes
350,small_car,1997,manual,20000,3,petrol,no
5199,convertible,2005,automatic,150000,3,petrol,no
6800,convertible,1998,manual,80000,3,petrol,no
1200,small_car,2002,manual,150000,6,petrol,no
9250,convertible,2002,manual,90000,5,petrol,no
2000,coupe,2000,manual,150000,1,petrol,no
2450,small_car,2001,manual,150000,10,petrol,no
4500,small_car,2007,manual,125000,7,petrol,no
1350,small_car,1997,manual,150000,6,petrol,no
5800,convertible,2008,automatic,50000,5,petrol,no
6750,convertible,2004,automatic,150000,4,petrol,no
600,small_car,2003,manual,125000,3,petrol,yes
5449,convertible,2007,manual,80000,2,petrol,no
950,small_car,2000,manual,150000,3,diesel,no
9999,convertible,2004,manual,125000,0,petrol,no
5500,small_car,2003,manual,125000,4,petrol,no
5995,small_car,2012,manual,50000,4,petrol,no
2900,coupe,2001,manual,150000,8,petrol,no
2800,small_car,2008,manual,90000,6,petrol,no
799,small_car,1998,manual,150000,11,petrol,no
290,small_car,2002,manual,5000,1,petrol,no
9950,coupe,2009,manual,150000,4,petrol,no
4200,coupe,1993,automatic,150000,12,petrol,no
300,small_car,1996,manual,150000,6,petrol,yes
2300,coupe,1999,manual,150000,9,petrol,no
7500,small_car,2009,manual,50000,4,petrol,no
3100,coupe,1999,manual,150000,9,petrol,no
1299,small_car,2003,manual,150000,5,petrol,no
5000,small_car,2012,manual,60000,11,petrol,no
3550,small_car,2004,manual,150000,5,petrol,no
6800,small_car,2005,automatic,150000,8,petrol,no
6000,small_car,2013,manual,30000,7,petrol,no
7500,small_car,2005,manual,150000,4,diesel,no
8950,small_car,2010,automatic,60000,11,petrol,no
5500,small_car,2006,manual,50000,5,petrol,no
800,small_car,1994,automatic,80000,3,petrol,no
4900,convertible,2005,manual,90000,6,petrol,no
1900,small_car,2003,manual,150000,4,petrol,no
5850,convertible,2000,manual,150000,7,petrol,no
1150,small_car,2001,manual,150000,0,petrol,no
6990,small_car,2008,manual,60000,8,petrol,no
2699,small_car,2005,manual,150000,4,petrol,no
500,small_car,1998,manual,80000,11,petrol,no
1900,small_car,2006,manual,150000,4,petrol,no
780,small_car,1999,manual,100000,12,petrol,no
699,small_car,2003,automatic,150000,11,petrol,yes
2300,small_car,2002,manual,150000,5,diesel,no
600,small_car,1997,manual,150000,8,petrol,no
800,small_car,1997,manual,150000,6,petrol,no
3800,small_car,2005,manual,125000,11,petrol,no
4299,suv,2002,manual,150000,6,diesel,no
950,convertible,2000,manual,150000,7,petrol,yes
1500,suv,1996,automatic,150000,8,petrol,yes
2390,suv,2005,manual,150000,7,petrol,no
290,small_car,1998,manual,150000,1,petrol,no
650,small_car,1996,manual,150000,7,petrol,no
2999,small_car,2002,manual,150000,11,petrol,no
900,coupe,2001,manual,150000,9,petrol,yes
2888,small_car,2005,manual,125000,8,petrol,no
8999,suv,2009,manual,150000,1,diesel,no
700,small_car,2001,manual,150000,4,petrol,no
4980,convertible,2004,automatic,100000,6,petrol,no
1750,small_car,2006,manual,150000,9,petrol,no
300,small_car,1997,manual,150000,3,petrol,no
3750,small_car,2010,manual,90000,6,petrol,no
2650,convertible,1993,manual,150000,5,petrol,no
6500,coupe,1998,manual,150000,3,petrol,no
5790,small_car,2013,manual,30000,5,petrol,no
800,coupe,1995,manual,150000,4,petrol,yes
6500,convertible,2008,automatic,50000,3,petrol,no
4950,small_car,2004,manual,125000,1,petrol,no
2850,small_car,2006,manual,100000,2,petrol,no
3150,small_car,2007,manual,125000,8,petrol,no
7300,convertible,2005,automatic,150000,5,petrol,no
3450,small_car,2009,manual,80000,3,petrol,no
8800,coupe,2001,manual,150000,3,petrol,no
2500,convertible,2005,manual,150000,2,petrol,no
900,small_car,1998,manual,150000,2,petrol,no
5499,small_car,2007,manual,60000,3,petrol,no
6700,small_car,2010,manual,125000,1,petrol,no
1000,small_car,2000,manual,150000,2,petrol,yes
1000,small_car,1996,manual,150000,4,petrol,no
6100,small_car,2012,manual,40000,12,petrol,no
3600,coupe,2002,manual,125000,6,petrol,no
2150,convertible,1998,manual,150000,2,petrol,no
2850,small_car,2010,manual,80000,4,petrol,no
3400,small_car,2009,manual,125000,6,petrol,no
4500,suv,2003,manual,90000,1,petrol,no
600,small_car,2003,manual,150000,7,petrol,yes
4850,small_car,2003,manual,150000,3,diesel,no
5500,convertible,2010,automatic,125000,3,petrol,no
150,small_car,1996,manual,150000,10,petrol,yes
3750,coupe,2004,manual,125000,12,petrol,no
3700,convertible,2005,manual,90000,5,petrol,no
250,small_car,1998,manual,150000,2,petrol,no
499,small_car,1995,manual,150000,5,petrol,no
2450,coupe,2001,manual,150000,11,petrol,no
4300,small_car,2008,manual,100000,11,petrol,no
4999,small_car,2007,manual,125000,7,diesel,no
4500,suv,1999,automatic,150000,11,diesel,no
600,small_car,2005,manual,90000,7,petrol,no
2499,convertible,2000,manual,150000,0,petrol,no
6500,small_car,2010,manual,90000,7,diesel,no
5950,coupe,1996,automatic,150000,5,petrol,no
1050,small_car,1998,manual,150000,11,diesel,no
9000,suv,2008,manual,30000,5,petrol,no
8700,suv,2008,manual,60000,11,diesel,no
790,small_car,2001,manual,150000,5,petrol,no
2999,small_car,2009,manual,125000,9,petrol,no
5800,convertible,2004,automatic,90000,6,petrol,no
1100,small_car,1998,manual,150000,12,petrol,no
2400,small_car,2006,manual,100000,2,petrol,no
4590,small_car,2008,manual,90000,2,petrol,no
849,small_car,2006,manual,70000,1,petrol,yes
599,small_car,1995,manual,150000,6,petrol,no
980,small_car,2000,manual,150000,6,petrol,no
900,small_car,1996,manual,150000,2,petrol,no
1400,convertible,1998,manual,150000,8,petrol,no
2799,small_car,1999,manual,150000,11,petrol,no
4300,small_car,2009,manual,70000,3,petrol,no
300,small_car,1996,manual,150000,0,petrol,yes
6000,suv,2006,automatic,150000,10,diesel,yes
3400,small_car,2006,manual,150000,10,petrol,no
3900,small_car,2005,manual,125000,7,petrol,no
1190,small_car,1998,manual,150000,12,petrol,no
900,small_car,2002,manual,150000,2,diesel,yes
2000,small_car,2002,manual,125000,6,petrol,no
8950,convertible,2003,automatic,150000,5,petrol,no
2050,coupe,2003,manual,150000,6,petrol,no
6299,small_car,2009,manual,100000,12,petrol,no
200,small_car,1997,manual,150000,8,petrol,yes
3490,coupe,1993,manual,150000,7,petrol,no
4980,small_car,2006,manual,70000,6,petrol,no
2800,small_car,2002,manual,90000,4,petrol,no
7500,convertible,2000,manual,125000,1,petrol,no
2300,small_car,2002,manual,150000,7,diesel,no
8000,suv,2004,automatic,150000,6,diesel,no
5300,small_car,2010,manual,30000,4,petrol,no
900,small_car,1999,automatic,150000,5,petrol,no
699,small_car,1995,manual,150000,1,petrol,no
3690,small_car,2008,manual,125000,4,petrol,no
5700,convertible,2006,manual,125000,6,petrol,no
2000,convertible,1998,manual,90000,1,petrol,no
500,small_car,2000,manual,125000,6,petrol,no
1850,suv,1997,manual,150000,5,petrol,no
999,small_car,2004,manual,50000,2,petrol,no
1200,small_car,2007,manual,150000,1,petrol,yes
1600,small_car,1998,automatic,150000,5,petrol,no
4100,small_car,2003,manual,70000,5,petrol,no
499,small_car,1991,manual,150000,6,petrol,no
899,small_car,1999,manual,150000,9,petrol,no
750,coupe,1999,manual,150000,8,petrol,no
1399,small_car,2002,manual,150000,3,petrol,no
5500,small_car,2012,manual,90000,8,petrol,no
4300,small_car,2010,manual,40000,8,petrol,no
550,small_car,2002,manual,150000,7,petrol,yes
4200,small_car,2009,manual,50000,11,petrol,no
4600,convertible,2008,automatic,40000,4,petrol,no
1499,small_car,2006,manual,150000,9,petrol,no
1600,small_car,2003,manual,150000,5,petrol,no
2600,small_car,2005,manual,50000,7,petrol,no
1899,convertible,1992,automatic,150000,7,petrol,no
8974,convertible,2005,manual,150000,5,petrol,no
4495,small_car,2011,automatic,90000,11,petrol,no
2200,small_car,2003,manual,150000,6,petrol,no
2950,small_car,2006,manual,150000,1,diesel,no
7999,small_car,2009,manual,60000,1,petrol,no
7999,coupe,2002,automatic,150000,6,petrol,no
2400,small_car,2007,manual,100000,12,petrol,no
9690,small_car,2012,manual,20000,8,petrol,no
4900,small_car,2008,manual,125000,12,petrol,no
2200,small_car,2004,manual,150000,3,petrol,no
1750,small_car,2005,manual,100000,5,petrol,no
985,small_car,1995,manual,150000,7,petrol,no
1650,small_car,2002,manual,150000,12,petrol,no
5999,convertible,2008,automatic,50000,5,petrol,no
3200,small_car,2008,manual,90000,7,diesel,no
950,convertible,1997,manual,150000,10,petrol,yes
8700,suv,2008,manual,60000,11,diesel,no
1050,small_car,2002,manual,150000,6,petrol,no
6600,small_car,2013,manual,50000,12,petrol,no
6500,convertible,2008,manual,125000,3,petrol,no
3200,small_car,2005,manual,90000,7,petrol,no
6700,suv,2008,manual,70000,6,diesel,no
6000,coupe,2002,manual,150000,4,petrol,no
1300,coupe,2002,manual,150000,12,petrol,no
1500,small_car,1999,manual,125000,8,petrol,no
3600,small_car,2009,manual,100000,4,petrol,no
700,small_car,2001,manual,125000,6,petrol,no
6899,convertible,2003,manual,150000,5,petrol,no
1599,small_car,1999,manual,70000,5,petrol,no
6600,convertible,2003,manual,125000,10,petrol,no
899,small_car,1999,manual,150000,7,petrol,no
4300,coupe,2000,manual,150000,6,petrol,no
1349,small_car,1999,manual,125000,1,petrol,no
200,small_car,1998,manual,150000,10,petrol,yes
1250,small_car,2002,manual,150000,9,petrol,no
300,small_car,1999,automatic,150000,12,petrol,no
500,small_car,1998,manual,150000,12,petrol,yes
2148,small_car,1999,automatic,100000,9,petrol,no
6250,small_car,2007,manual,60000,10,petrol,no
7999,small_car,2012,manual,60000,3,petrol,no
5000,convertible,2004,manual,125000,12,petrol,no
9400,convertible,1995,manual,150000,5,petrol,no
2100,small_car,2005,manual,150000,9,diesel,no
3500,small_car,1990,manual,70000,2,petrol,no
2000,coupe,1992,manual,150000,7,petrol,no
5400,small_car,2008,manual,70000,10,petrol,no
3200,coupe,2004,manual,150000,3,petrol,no
1200,small_car,1997,manual,150000,1,petrol,no
2200,small_car,2006,manual,60000,10,petrol,yes
1450,small_car,1998,manual,150000,11,petrol,no
5650,coupe,2001,manual,150000,4,petrol,no
1000,coupe,1997,manual,150000,12,petrol,yes
1999,small_car,2004,manual,150000,4,petrol,no
9800,small_car,2012,manual,80000,11,diesel,no
9890,small_car,2010,manual,30000,11,petrol,no
999,small_car,2003,manual,150000,10,petrol,no
550,small_car,1997,manual,150000,4,petrol,no
8800,suv,2007,manual,125000,8,diesel,no
2100,small_car,2002,manual,125000,3,petrol,no
2150,small_car,2004,manual,125000,0,petrol,no
8500,coupe,1996,automatic,125000,2,petrol,no
900,small_car,2000,manual,125000,0,petrol,no
1800,coupe,1997,manual,150000,9,petrol,no
950,small_car,2002,manual,125000,6,petrol,yes
300,small_car,1999,manual,150000,2,petrol,yes
4500,coupe,2009,automatic,80000,5,petrol,no
3400,coupe,2000,manual,150000,5,petrol,no
4300,small_car,2009,manual,125000,2,petrol,no
4995,small_car,2004,manual,150000,6,petrol,no
800,small_car,2004,manual,150000,9,petrol,no
1200,small_car,2006,manual,150000,8,diesel,yes
950,small_car,1997,manual,150000,11,petrol,no
6890,small_car,2012,manual,40000,2,petrol,no
200,small_car,2000,automatic,150000,2,petrol,no
6995,small_car,2010,manual,60000,5,petrol,no
2600,small_car,1995,manual,150000,9,petrol,no
4320,small_car,2005,automatic,90000,6,petrol,no
8990,convertible,2003,manual,125000,7,petrol,no
3690,convertible,2004,manual,90000,4,petrol,no
3500,small_car,2007,manual,150000,1,petrol,no
2540,small_car,2004,manual,100000,4,petrol,no
1499,convertible,1998,manual,150000,11,petrol,no
7350,coupe,2003,automatic,150000,1,diesel,no
850,small_car,1992,manual,150000,12,petrol,no
2250,convertible,1997,manual,150000,12,petrol,no
9199,small_car,2013,manual,80000,3,petrol,no
1300,small_car,2004,manual,100000,4,petrol,yes
8500,suv,2001,automatic,150000,2,petrol,no
2380,small_car,2008,manual,80000,2,petrol,no
4250,small_car,2006,manual,100000,8,petrol,no
500,small_car,1994,manual,90000,5,petrol,no
2400,small_car,2006,manual,150000,3,diesel,no
6750,small_car,2011,manual,80000,3,petrol,no
8400,small_car,2008,manual,70000,12,petrol,no
500,small_car,1998,manual,150000,5,petrol,no
3000,small_car,2006,manual,80000,8,petrol,no
700,small_car,1995,manual,150000,6,petrol,no
2480,small_car,1997,manual,150000,12,petrol,no
3900,small_car,2006,manual,150000,2,diesel,no
1299,small_car,2003,manual,125000,10,petrol,yes
6279,small_car,2003,manual,100000,7,petrol,no
5850,small_car,2006,manual,125000,7,petrol,no
1900,coupe,1995,automatic,150000,4,petrol,no
3600,convertible,2006,manual,125000,5,petrol,no
1250,small_car,2003,manual,150000,10,diesel,no
4955,small_car,2013,manual,90000,1,petrol,no
3499,convertible,2002,manual,150000,8,petrol,no
1570,small_car,1996,manual,150000,11,petrol,no
300,small_car,2000,manual,150000,10,petrol,no
1100,small_car,1998,manual,150000,4,petrol,no
3300,small_car,2006,manual,150000,12,petrol,no
9900,suv,2008,manual,90000,12,diesel,no
1100,small_car,2002,manual,20000,3,petrol,no
5900,coupe,2003,manual,5000,4,petrol,no
1100,small_car,2006,manual,150000,10,petrol,yes
2900,coupe,2001,manual,150000,4,petrol,no
3200,suv,2004,manual,150000,5,diesel,no
3250,small_car,2003,manual,150000,6,petrol,no
4400,coupe,2000,manual,150000,7,petrol,no
3190,small_car,2004,manual,150000,9,petrol,no
8950,small_car,2012,manual,70000,9,petrol,no
7350,small_car,2009,manual,125000,2,diesel,no
7200,small_car,2011,manual,125000,3,diesel,no
2399,small_car,2003,manual,150000,1,petrol,no
1159,small_car,1999,manual,90000,8,petrol,no
555,small_car,1996,manual,150000,8,petrol,no
7790,small_car,2011,manual,30000,8,petrol,no
1200,small_car,1999,manual,150000,7,petrol,no
8990,convertible,2012,manual,50000,1,petrol,no
4250,small_car,2013,manual,125000,1,petrol,no
1399,small_car,2002,manual,150000,11,petrol,no
2749,convertible,2005,manual,150000,9,petrol,no
4400,coupe,2000,manual,150000,8,petrol,no
3100,small_car,1999,manual,150000,4,petrol,no
8950,small_car,2012,manual,70000,9,petrol,no
2200,small_car,2007,manual,60000,8,petrol,yes
580,small_car,1999,manual,150000,7,petrol,no
800,small_car,1998,manual,125000,6,petrol,no
5199,small_car,2010,manual,80000,7,petrol,no
4450,small_car,2008,manual,150000,3,diesel,no
1800,coupe,2001,manual,150000,3,petrol,no
3990,small_car,2009,manual,80000,1,petrol,no
5700,small_car,2011,manual,30000,2,petrol,yes
1690,small_car,2001,manual,150000,10,petrol,no
2650,small_car,2005,manual,70000,9,petrol,no
2000,coupe,2000,automatic,100000,1,petrol,no
6999,small_car,2009,manual,150000,10,diesel,no
1990,small_car,2008,manual,40000,1,petrol,no
1399,small_car,2001,manual,150000,3,petrol,no
1500,small_car,2002,manual,150000,3,petrol,no
3950,convertible,1999,manual,150000,7,petrol,no
4799,small_car,2009,automatic,70000,7,petrol,no
1700,small_car,2002,manual,150000,12,petrol,no
500,small_car,1991,manual,70000,9,petrol,yes
1250,small_car,2000,automatic,150000,12,petrol,no
1300,small_car,1999,manual,150000,10,petrol,yes
800,small_car,2001,manual,150000,2,petrol,yes
500,small_car,1998,manual,150000,11,petrol,yes
400,small_car,1995,manual,90000,12,petrol,no
570,small_car,1994,manual,150000,7,petrol,no
7950,coupe,2008,manual,90000,2,petrol,no
890,small_car,1997,automatic,100000,7,petrol,no
1549,small_car,2000,manual,150000,8,petrol,no
2666,convertible,2005,manual,150000,5,petrol,yes
548,small_car,1997,manual,150000,10,petrol,yes
2600,small_car,2002,manual,100000,5,petrol,no
350,small_car,1997,manual,150000,3,petrol,no
8000,small_car,1993,manual,100000,12,petrol,no
950,small_car,1997,manual,150000,12,petrol,no
2600,small_car,2004,manual,150000,10,petrol,no
330,small_car,2000,manual,150000,5,petrol,no
1599,small_car,2002,manual,150000,9,petrol,no
750,small_car,1999,manual,150000,4,petrol,no
4950,small_car,2009,automatic,50000,3,petrol,no
4200,small_car,2008,manual,150000,5,diesel,no
150,small_car,1997,manual,150000,7,petrol,yes
5250,small_car,2009,manual,125000,6,petrol,no
4400,coupe,1991,manual,150000,3,petrol,no
1000,small_car,2003,automatic,150000,10,petrol,yes
5500,convertible,2003,manual,80000,4,petrol,no
8900,coupe,2006,automatic,150000,5,diesel,no
200,small_car,1995,manual,150000,0,petrol,yes
1200,small_car,2000,manual,125000,3,petrol,no
1850,small_car,2003,manual,150000,1,petrol,no
249,small_car,1998,automatic,150000,7,petrol,yes
4600,convertible,2006,manual,125000,4,petrol,no
1199,small_car,2000,manual,150000,7,petrol,no
9999,coupe,2004,automatic,100000,1,petrol,no
599,small_car,1999,manual,80000,5,petrol,no
6999,coupe,1998,manual,125000,5,petrol,no
2150,suv,1993,automatic,150000,10,petrol,no
999,small_car,1997,manual,90000,9,petrol,no
790,coupe,1997,manual,150000,0,petrol,no
130,small_car,1994,automatic,150000,2,petrol,yes
